Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2022-11-19,0.9345106373208067,0.5605114707612547,-0.9598832693952728,0.7181221854518025,-0.46503513854034456,-0.17549649048080412,0.1489261766476157,0.599254807183241,0.1618429276479787,0.2582584924632372,0.13023538452960076,0.4577722641982572,-0.9168010247715306,-0.1224576377067767,-0.5972020263881954
2023-06-29,0.08169727261221105,-0.15427195471740845,0.49750756233493926,-0.7979037937281832,0.43789545676290886,-0.15975558830721642,-0.011736050402627346,0.45306114490291194,-0.3199335189142742,-0.8691015850882912,-0.20435460252555063,0.022358567943012015,-0.4901385889773748,-0.0026085479946375695,-0.2674786495711554
2022-03-10,-0.5670453916692555,-0.6033739302840287,-0.44296815227034864,0.7131826976047901,-0.3429734035023037,-0.7353605800557486,-0.20653384356695012,0.3676817538708055,0.21947616023593175,-0.7202623316626466,-0.627315679279267,-0.1686168575139674,-0.5948782159807833,0.2066877183228043,-0.9843247607749748
2022-02-07,-0.8848796215834356,0.6951564220632287,0.04068797670575579,-0.8077016593447767,-0.37612827454808684,-0.07719410963440755,0.1898440760454128,0.6614503516918272,0.07408805458373266,0.2124451966402779,0.0877749327993042,0.4772284172303401,-0.8656983670527209,-0.1936792484558133,-0.2935463608396638
2022-06-23,0.16220892678857335,0.8247454351216581,0.9026752103778414,0.7416066165254754,0.1515058054900883,-0.6031478593217277,-0.2269220886540183,0.05713077589579141,-0.24811869878616086,0.19915086091224005,-0.10715191914024484,0.6229700030655614,-0.26375440172495956,0.9203037769350912,-0.47001413044316154
2022-12-04,-0.7156722430325458,0.8123736083900247,0.9551254000166097,-0.13224679718023788,0.2794436086297877,-0.6594769184399375,0.3371923402922738,-0.20880277089052207,-0.5774655329771943,0.10114292335974892,-0.8302297102486544,0.27953059782162637,0.6054810685260879,0.18452961946885293,-0.14854225075878857
2022-03-01,-0.6717332132417095,-0.15369626831906816,0.5003791501054073,-0.09334936111255904,-0.883654929209143,-0.30689410221882774,-0.4810170151541884,-0.510790502927639,0.4406634306837124,-0.4327487594272925,0.20324826466684798,0.18289232757536114,0.17343645077566217,-0.10391180665850815,0.10111409369059277
2023-10-18,-0.462831617052021,0.5798250812472954,0.9222563498442056,0.9419237160581357,-0.778185248935292,0.42354755303958647,-0.3808198888579194,0.23767847843278167,-0.26766345313225604,-0.03880931758637323,-0.47480529171492053,0.12249095574863977,0.7371974157956837,0.09870399966176172,-0.009982466067142037
2022-05-07,0.06922965646517859,-0.10851626935517683,0.912201598173035,0.06412861422347306,-0.18457720674435069,-0.5888273506000918,0.773421639617432,-0.22888723243589204,-0.2072696981279803,-0.1474458853296678,-0.006034468211728178,-0.233378077578706,0.7156310073932028,0.19076098988232404,0.15806976434797126
2023-03-15,0.27436522877583314,0.316554430824459,0.9105383736353468,0.10803239570397599,0.06500929662190019,-0.48943291239350695,0.04382624597789038,0.4809550599585859,-0.07460650709913565,0.3556207828683213,-0.2904869333897956,-0.5674924936812074,0.31000887272348376,-0.6871890678608041,-0.1842517079292354
2023-05-27,-0.6997671157017238,-0.33434673557638894,0.9813765953729501,-0.6664288587137425,-0.12295789928139082,-0.09986587861264094,-0.19021196003778118,-0.03718592136631296,-0.8338744868890151,-0.4187880777102117,0.19027935573341576,0.04580603494649084,-0.25994864136577434,-0.963968736033548,0.03555796643163589
2023-07-02,-0.700417058335828,0.4996397280285271,0.02080336644922169,-0.09462812444026293,-0.2391255997378302,-0.6333959193275757,0.4423146158364948,-0.3563350530459366,-0.30924238549147454,0.030372577481243966,0.6550338097270616,-0.1509095254013058,-0.1179474493563652,0.6530715285618597,-0.4054981230308079
2022-11-19,-0.45350329311139337,0.6988900910039486,0.059306873565861666,-0.3072363311357893,-0.5818080946361073,-0.447241005347907,0.25422798867498325,-0.19665900868682884,0.19491617983779058,-0.009611447784077992,-0.649248132398488,-0.13860485323392766,-0.9127612449294384,-0.6605059005278071,-0.9082775482102226
